track_name,popularity,artists_names,artist_genres,danceability,energy
Whoever's In New England,49,Reba McEntire,classic oklahoma country;contemporary country;country;country dawn;country road,0.591,0.174
One Vision - Remastered 2011,47,Queen,classic rock;glam rock;rock,0.46,0.922
Guitarras Blancas,63,Los Enanitos Verdes,argentine rock;latin alternative;latin pop;latin rock;mexican pop;rock en espanol;ska argentino,0.632,0.754
40 Hour Week (For A Livin'),47,Alabama,contemporary country;country;country road;country rock,0.578,0.44
Gettin' Better,46,Tesla,album rock;glam metal;hard rock;sacramento indie,0.562,0.657
I'll Still Be Loving You,49,Restless Heart,classic country pop;country;country road,0.539,0.209
We're Ready,47,Boston,album rock;classic rock;glam metal;hard rock;mellow gold;rock;soft rock,0.344,0.497
Caught Somewhere in Time - 2015 Remaster,44,Iron Maiden,alternative metal;hard rock;metal;nwobhm;rock,0.238,0.987
I've Been In Love Before,57,Cutting Crew,album rock;new romantic;new wave;new wave pop;soft rock,0.489,0.568
Persiana Americana - Remasterizado 2007,73,Soda Stereo,argentine rock;latin alternative;latin rock;post-punk argentina;rock en espanol;ska argentino,0.603,0.929
Hells Bells,52,AC/DC,australian rock;hard rock;rock,0.392,0.887
"No Easy Way Out - From ""Rocky IV"" Soundtrack",56,Robert Tepper,album rock,0.562,0.679
Leper Messiah (Remastered),46,Metallica,hard rock;metal;old school thrash;rock;thrash metal,0.38,0.8
Hillbilly Highway,48,Steve Earle,alternative country;classic texas country;country rock;folk;heartland rock;outlaw country;roots rock;singer-songwriter,0.595,0.546
Do Me Baby,47,Meli'sa Morgan,contemporary r&b;new jack swing;post-disco;quiet storm;urban contemporary,0.761,0.335
Control,46,Janet Jackson,dance pop;r&b;urban contemporary,0.785,0.786
You're the Voice,68,John Farnham,australian pop;australian rock,0.502,0.66
Superman,47,R.E.M.,alternative rock;athens indie;permanent wave;rock,0.452,0.64
But Not Tonight,48,Depeche Mode,dance rock;new romantic;new wave;permanent wave;rock;synthpop,0.715,0.516
In The Morning Light,52,Yanni,new age,0.343,0.131
Stand On It,49,Mel McDaniel,classic country pop;classic oklahoma country;country,0.614,0.837
The Rain,49,Oran Juice Jones,,0.729,0.769
Opportunities (Let's Make Lots of Money) - 2018 Remaster,53,Pet Shop Boys,dance rock;new romantic;new wave;new wave pop;permanent wave;synthpop,0.656,0.834
A Las Once De La Noche,55,Antonio Aguilar,mariachi;musica mexicana;norteno;ranchera,0.586,0.417
This Is the Time,48,Billy Joel,album rock;classic rock;heartland rock;mellow gold;piano rock;rock;singer-songwriter;soft rock,0.694,0.477
Never Had No One Ever - 2011 Remaster,54,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.27,0.535
"Looking for the Perfect Beat - Original 12"" Version",47,Afrika Bambaataa;The Soulsonic Force,bronx hip hop;east coast hip hop;old school hip hop,0.821,0.908
Anything Could Happen,49,The Clean,dunedin indie;dunedin sound;lo-fi,0.622,0.538
Caballo Viejo,57,Roberto Torres,charanga;musica tradicional cubana;salsa,0.682,0.521
Time To Get Ill,47,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,0.874,0.608
You Can Leave Your Hat On,60,Joe Cocker,album rock;blues rock;classic rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.65,0.535
Send For Me,46,Atlantic Starr,contemporary r&b;new jack swing;quiet storm;urban contemporary,0.627,0.244
Friends Will Be Friends - Remastered 2011,47,Queen,classic rock;glam rock;rock,0.442,0.532
Notorious - 2010 Remaster,56,Duran Duran,album rock;dance rock;new romantic;new wave;new wave pop;rock;soft rock;synthpop,0.806,0.681
Nadine - Stereo Remix,54,Chuck Berry,blues;blues rock;classic rock;rock;rock-and-roll;rockabilly;soul,0.803,0.502
Why Does It Have to Be (Wrong or Right),47,Restless Heart,classic country pop;country;country road,0.756,0.448
Jacob's Ladder,48,Huey Lewis & The News,album rock;classic rock;hard rock;mellow gold;new romantic;new wave pop;rock;singer-songwriter;soft rock,0.671,0.579
Happy Hour,45,The Housemartins,britpop;new romantic;new wave;new wave pop,0.553,0.824
Betcha Don't Know,47,Najee,quiet storm;smooth jazz;smooth saxophone,0.62,0.42
For Those About to Rock (We Salute You),51,AC/DC,australian rock;hard rock;rock,0.371,0.909
"Pearly-Dewdrops' Drops - 7"" Version",52,Cocteau Twins,alternative rock;art pop;dream pop;ethereal wave;melancholia;new wave;scottish indie;shoegaze;synthpop,0.396,0.418
Postmortem,46,Slayer,alternative metal;death metal;groove metal;hard rock;metal;nu metal;old school thrash;rock;speed metal;thrash metal,0.315,0.994
Bonita Finca De Adobe,54,Antonio Aguilar,mariachi;musica mexicana;norteno;ranchera,0.605,0.525
Life's What You Make It - 1997 Remaster,58,Talk Talk,melancholia;new romantic;new wave;new wave pop;sophisti-pop;synthpop,0.525,0.804
Lean on Me - Remastered,50,Club Nouveau,contemporary r&b;freestyle;funk;new jack swing;quiet storm,0.738,0.67
Lonely Is the Night,64,Air Supply,soft rock,0.565,0.412
Acaríciame,45,Maria Conchita Alonso,,0.659,0.307
The Ultimate Sin,51,Ozzy Osbourne,album rock;alternative metal;birmingham metal;classic rock;glam metal;hard rock;metal;nu metal;rock,0.564,0.91
Every Little Kiss,49,Bruce Hornsby;The Range,album rock;heartland rock;mellow gold;piano rock;singer-songwriter;soft rock,0.546,0.622
Baby Grand (with Ray Charles),50,Billy Joel;Ray Charles,album rock;classic rock;heartland rock;mellow gold;piano rock;rock;singer-songwriter;soft rock,0.336,0.355
"Damage, Inc. (Remastered)",45,Metallica,hard rock;metal;old school thrash;rock;thrash metal,0.366,0.848
There Is a Light That Never Goes Out - 2017 Master,56,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.513,0.77
New Sensation,62,INXS,australian rock;dance rock;funk rock;new romantic;new wave;rock,0.68,0.967
"Heaven Is A Place On Earth - Promo 7"" Edit",66,Belinda Carlisle,new romantic;new wave pop;soft rock,0.605,0.902
Heaven Knows I'm Miserable Now - 2011 Remaster,69,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.609,0.759
I Still Haven't Found What I'm Looking For,80,U2,irish rock;permanent wave;rock,0.564,0.774
Hysteria,72,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.659,0.846
Animal,67,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.583,0.921
Tu Cárcel,76,Los Bukis,grupera;gruperas inmortales;musica mexicana,0.815,0.61
Love Bites - Remastered 2017,67,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.59,0.743
Faith - Remastered,79,George Michael,new wave pop,0.887,0.48
Still of the Night - 2018 Remaster,59,Whitesnake,album rock;british blues;classic rock;glam metal;hard rock;metal;rock,0.334,0.854
Pour Some Sugar On Me - Remastered 2017,77,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.267,0.953
Dude (Looks Like A Lady),72,Aerosmith,album rock;classic rock;hard rock;rock,0.54,0.982
"Forever and Ever, Amen",75,Randy Travis,contemporary country;country;country gospel;country road,0.677,0.724
Touch of Grey - 2013 Remaster,61,Grateful Dead,cosmic american;jam band;psychedelic rock,0.612,0.696
Nothing's Gonna Stop Us Now,81,Starship,album rock;classic rock;mellow gold;new romantic;new wave pop;soft rock;synthpop,0.643,0.802
Never Tear Us Apart,67,INXS,australian rock;dance rock;funk rock;new romantic;new wave;rock,0.665,0.686
With Or Without You,81,U2,irish rock;permanent wave;rock,0.54,0.429
Wild Side,70,Mötley Crüe,album rock;alternative metal;glam metal;hard rock;metal;rock;sleaze rock,0.596,0.896
Back to the Old House - 2011 Remaster,77,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.626,0.488
Here I Go Again - 2018 Remaster,67,Whitesnake,album rock;british blues;classic rock;glam metal;hard rock;metal;rock,0.292,0.823
Is This Love - 2018 Remaster,61,Whitesnake,album rock;british blues;classic rock;glam metal;hard rock;metal;rock,0.263,0.759
Welcome To The Jungle,85,Guns N' Roses,glam metal;hard rock;rock,0.453,0.987
Need You Tonight,70,INXS,australian rock;dance rock;funk rock;new romantic;new wave;rock,0.801,0.723
Got My Mind Set On You,75,George Harrison,album rock;beatlesque;classic rock;folk rock;mellow gold;rock;singer-songwriter;soft rock,0.759,0.85
Patience,75,Guns N' Roses,glam metal;hard rock;rock,0.457,0.297
Pour Some Sugar On Me,68,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.267,0.953
Cherry Bomb,64,John Mellencamp,album rock;classic rock;country rock;folk rock;hard rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.744,0.945
Rag Doll,66,Aerosmith,album rock;classic rock;hard rock;rock,0.579,0.954
Alone,77,Heart,album rock;classic rock;glam metal;hard rock;heartland rock;mellow gold;new wave pop;rock;singer-songwriter;soft rock,0.418,0.452
Everywhere - 2017 Remaster,83,Fleetwood Mac,album rock;classic rock;rock;soft rock;yacht rock,0.73,0.487
It's The End Of The World As We Know It (And I Feel Fine),71,R.E.M.,alternative rock;athens indie;permanent wave;rock,0.381,0.894
Two Occasions,61,The Deele,contemporary r&b;new jack swing;post-disco;quiet storm,0.543,0.667
Sweet Child O' Mine,88,Guns N' Roses,glam metal;hard rock;rock,0.446,0.952
Blue Monday,74,New Order,dance rock;madchester;new romantic;new wave;permanent wave;post-punk;synthpop;uk post-punk,0.762,0.651
"Girls, Girls, Girls",75,Mötley Crüe,album rock;alternative metal;glam metal;hard rock;metal;rock;sleaze rock,0.599,0.931
Where The Streets Have No Name - Remastered,72,U2,irish rock;permanent wave;rock,0.49,0.724
Ocean Front Property,64,George Strait,contemporary country;country;country road,0.656,0.326
Seven Wonders - 2017 Remaster,69,Fleetwood Mac,album rock;classic rock;rock;soft rock;yacht rock,0.707,0.625
Boyz-N-The-Hood,65,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,0.785,0.479
Never Gonna Give You Up,81,Rick Astley,new romantic;new wave pop;soft rock;sophisti-pop;synthpop,0.721,0.939
Smooth Criminal - 2012 Remaster,74,Michael Jackson,r&b;soul,0.853,0.981
Little Lies - 2017 Remaster,76,Fleetwood Mac,album rock;classic rock;rock;soft rock;yacht rock,0.64,0.649
Never Let Me Down Again - 2006 Remaster,64,Depeche Mode,dance rock;new romantic;new wave;permanent wave;rock;synthpop,0.581,0.886
Just like Heaven,72,The Cure,new wave;permanent wave;rock;uk post-punk,0.43,0.971
Ahora Te Puedes Marchar,82,Luis Miguel,bolero;latin pop,0.78,0.877
I Think We're Alone Now,72,Tiffany,new wave pop;soft rock,0.752,0.723
I Wanna Dance with Somebody (Who Loves Me),84,Whitney Houston,dance pop,0.709,0.824
Me Volví A Acordar De Ti,68,Los Bukis,grupera;gruperas inmortales;musica mexicana,0.66,0.654
Paradise City,83,Guns N' Roses,glam metal;hard rock;rock,0.268,0.98
All My Ex's Live In Texas,64,George Strait,contemporary country;country;country road,0.764,0.336
Need a Little Time off for Bad Behavior,56,David Allan Coe,country;outlaw country,0.616,0.686
Don't Disturb This Groove,55,The System,funk;new jack swing;post-disco;quiet storm;urban contemporary,0.521,0.878
Cuando Calienta El Sol,73,Luis Miguel,bolero;latin pop,0.686,0.868
Make It Last Forever (with Jacci McGhee),59,Keith Sweat;Jacci McGhee,contemporary r&b;new jack swing;r&b;urban contemporary,0.494,0.511
Someone Like You,63,Van Morrison,classic rock;folk;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.474,0.351
¡Ay Amor!,71,Ana Gabriel,latin pop;mariachi;ranchera,0.485,0.528
Angel,65,Aerosmith,album rock;classic rock;hard rock;rock,0.239,0.819
Clave 7,61,Los Invasores De Nuevo León,banda;musica mexicana;norteno,0.499,0.536
I Told You So,60,Randy Travis,contemporary country;country;country gospel;country road,0.615,0.347
Sweetest Thing,68,U2,irish rock;permanent wave;rock,0.524,0.641
Mujeres Divinas,73,Vicente Fernández,mariachi;ranchera,0.528,0.302
We Care a Lot,65,Faith No More,alternative metal;alternative rock;funk metal;funk rock;hard rock;nu metal;post-grunge;rap metal;rock,0.799,0.887
Where Do Broken Hearts Go,67,Whitney Houston,dance pop,0.462,0.385
"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack",70,Bill Medley;Jennifer Warnes,soft rock,0.697,0.669
Triste canción,71,El Tri,latin alternative;latin rock;mexican rock;rock en espanol;rock urbano mexicano,0.401,0.937
Mr. Brownstone,66,Guns N' Roses,glam metal;hard rock;rock,0.491,0.974
The One I Love - Remastered 2012,69,R.E.M.,alternative rock;athens indie;permanent wave;rock,0.488,0.84
It's So Easy,65,Guns N' Roses,glam metal;hard rock;rock,0.387,0.989
Drink Before the War,67,Sinéad O'Connor,lilith;new wave pop;singer-songwriter,0.492,0.265
En algún lugar,77,Duncan Dhu,cantautor;latin alternative;latin rock;mexican rock;rock en espanol;spanish new wave;spanish pop,0.527,0.859
Going Up The Country,64,Canned Heat,blues;blues rock;classic rock;country rock;electric blues;folk rock;psychedelic rock,0.653,0.239
Big Love - 2017 Remaster,65,Fleetwood Mac,album rock;classic rock;rock;soft rock;yacht rock,0.709,0.699
This Night Has Opened My Eyes - 2011 Remaster,63,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.696,0.628
Bad - 2012 Remaster,65,Michael Jackson,r&b;soul,0.787,0.889
All My Ex's Live In Texas,59,George Strait,contemporary country;country;country road,0.764,0.333
Nightrain,68,Guns N' Roses,glam metal;hard rock;rock,0.394,0.995
Armageddon It - Remastered 2017,59,Def Leppard,album rock;classic rock;glam metal;hard rock;nwobhm;rock,0.65,0.921
Together Forever,70,Rick Astley,new romantic;new wave pop;soft rock;sophisti-pop;synthpop,0.702,0.933
Can't Hardly Wait - 2008 Remaster,58,The Replacements,alternative rock;permanent wave;power pop;punk;singer-songwriter,0.538,0.814
Beds Are Burning - Remastered,74,Midnight Oil,australian rock,0.753,0.427
Asleep - 2011 Remaster,66,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.512,0.255
Man in the Mirror - 2012 Remaster,63,Michael Jackson,r&b;soul,0.808,0.812
Learning to Fly,66,Pink Floyd,album rock;art rock;classic rock;progressive rock;psychedelic rock;rock;symphonic rock,0.442,0.56
Heaven Is A Place On Earth,60,Belinda Carlisle,new romantic;new wave pop;soft rock,0.64,0.81
Lips Like Sugar,57,Echo & the Bunnymen,alternative rock;new romantic;new wave;permanent wave,0.552,0.934
Desnúdate Mujer,60,Frankie Ruiz,salsa;salsa puertorriquena;tropical,0.658,0.744
Eighteen Wheels And A Dozen Roses,59,Kathy Mattea,classic country pop;country;country rock,0.647,0.6
The Way You Make Me Feel - 2012 Remaster,67,Michael Jackson,r&b;soul,0.877,0.854
Mandinka,66,Sinéad O'Connor,lilith;new wave pop;singer-songwriter,0.618,0.77
Fue Un Juego,60,Los Temerarios,grupera;musica mexicana;ranchera,0.625,0.648
I Want to Be Your Man - Remastered Version,58,Roger,funk;new jack swing;p funk;post-disco;quiet storm,0.408,0.513
Girlfriend in a Coma - 2011 Remaster,64,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.68,0.626
Have A Little Faith In Me,58,John Hiatt,country rock;folk;heartland rock;roots rock;singer-songwriter,0.446,0.41
Father Figure - Remastered,65,George Michael,new wave pop,0.689,0.333
And the Beat Goes On,55,The Whispers,classic soul;disco;funk;new jack swing;post-disco;quiet storm;soul;urban contemporary,0.793,0.643
Panic - 2011 Remaster,67,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.53,0.861
Ask - 2011 Remaster,65,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.453,0.986
La Bamba,71,Los Lobos,roots rock,0.506,0.764
Rock Steady,58,The Whispers,classic soul;disco;funk;new jack swing;post-disco;quiet storm;soul;urban contemporary,0.927,0.832
No Nos Vamos a Olvidar,64,Bronco,grupera;gruperas inmortales;musica mexicana;norteno;ranchera,0.466,0.506
Pancho and Lefty,53,Willie Nelson;Merle Haggard,classic country pop;classic texas country;country;country rock;nashville sound;outlaw country;singer-songwriter,0.665,0.37
Check It Out,55,John Mellencamp,album rock;classic rock;country rock;folk rock;hard rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.608,0.834
Paper In Fire,58,John Mellencamp,album rock;classic rock;country rock;folk rock;hard rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.607,0.905
Wildflowers - 2015 Remaster,57,Dolly Parton;Linda Ronstadt;Emmylou Harris,classic country pop;country;country dawn,0.609,0.368
Didn't We Almost Have It All,64,Whitney Houston,dance pop,0.54,0.49
Faith - Remastered,64,George Michael,new wave pop,0.887,0.48
Diamond Girl,52,Nice & Wild,freestyle,0.784,0.891
He Stopped Loving Her Today,55,George Jones,country;country rock;honky tonk,0.43,0.173
The Passenger,62,Siouxsie and the Banshees,alternative rock;dream pop;new romantic;new wave;post-punk;punk;uk post-punk,0.457,0.93
Strangelove - Alt. Single Version,56,Depeche Mode,dance rock;new romantic;new wave;permanent wave;rock;synthpop,0.565,0.867
Dope Man,58,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,0.773,0.735
I Ain't No Joke,56,Eric B. & Rakim,bboy;east coast hip hop;golden age hip hop;hip hop;old school hip hop,0.854,0.706
I Won't Share You - 2011 Remaster,60,The Smiths,madchester;new wave;permanent wave;rock;uk post-punk,0.515,0.378
